[2025-03-28T00:56:32.727347044Z] [Objectname:/aws-opendata/us-west-2/ncar-cesm2-lens/atm/daily/cesm2LE-historical-cmip6-TREFHT.zarr/TREFHT/22.32.0.0] [Host:47.12.110.161] [Server:10.129.175.98] [Read:8388608] [Write:0]
[2025-03-27T03:21:59.304125470Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/z_t/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:223] [Write:0]
[2025-03-27T03:21:59.293185719Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time/0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:3376] [Write:0]
[2025-03-27T03:21:59.293293918Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/time_bound/0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:4326] [Write:0]
[2025-03-27T03:27:00.114017563Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/33.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85427395] [Write:0]
[2025-03-27T03:27:00.113981358Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/32.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85525173] [Write:0]
[2025-03-27T03:27:59.144664690Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/33.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85497838] [Write:0]
[2025-03-27T03:27:59.149559212Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/32.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85467231] [Write:0]
[2025-03-27T03:27:59.159139282Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85459723] [Write:0]
[2025-03-27T03:27:59.159460295Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/30.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85595774] [Write:0]
[2025-03-27T03:25:59.364094735Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/47.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85479970] [Write:0]
[2025-03-27T03:25:59.430572346Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/37.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85461634] [Write:0]
[2025-03-27T03:25:59.307636995Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/45.0.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85561945] [Write:0]
[2025-03-27T03:25:59.431252527Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/38.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85486611] [Write:0]
[2025-03-27T03:25:59.434023612Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/34.328.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85511215] [Write:0]
[2025-03-27T03:28:59.159538857Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/28.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85494001] [Write:0]
[2025-03-27T03:28:59.159510975Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.328.0.0.0] [Host:128.117.208.176] [Server:127.0.0.1] [Read:85560646] [Write:0]
[2025-03-27T03:28:59.119857681Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/41.0.0.0.0] [Host:128.117.208.174] [Server:127.0.0.1] [Read:85513843] [Write:0]
[2025-03-27T03:28:59.153602933Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/27.0.0.0.0] [Host:128.117.208.175] [Server:127.0.0.1] [Read:85517030] [Write:0]
[2025-03-27T03:28:59.160352499Z] [Objectname:/ncar/rda/d010092/ocn/monthly/cesm2LE-historical-cmip6-TEMP.zarr/TEMP/25.0.0.0.0] [Host:128.117.208.173] [Server:127.0.0.1] [Read:85657789] [Write:0]
[2025-03-28T18:34:10.163606377Z] [Objectname:/ncar/rda/d010065/CMIP6_downscaled_statistical/AK_10km/CESM2-WACCM/tas/ssp126/bc_tas_day_CESM2-WACCM_ssp126_20150101-20151231_dqm.nc] [Host:38.175.187.72] [Server:127.0.0.1] [Read:42949858] [Write:0]
[2025-03-28T18:34:10.164441668Z] [Objectname:/ncar/rda/d010065/CMIP6_downscaled_statistical/AK_10km/CESM2-WACCM/tas/ssp126/bc_tas_day_CESM2-WACCM_ssp126_20150101-20151231_dqm.nc] [Host:38.175.187.72] [Server:127.0.0.1] [Read:42949858] [Write:0]
